fixing_commit,introducing_commit,cve_id,subsystem,fixing_date,introducing_date,fix_subject,files_changed,insertions,deletions
f21d136caf81,caf065f8fd58,,drivers,2025-07-29 17:46:29 +0200,2017-04-06 17:45:04 +0200,pwm: mediatek: Fix duty and period setting,drivers/pwm/pwm-mediatek.c,14,7
10dfd36f0784,d511206dc744,,drivers,2025-07-29 14:56:39 +0100,2025-07-18 16:17:09 +0100,regulator: core: correct convergence check in regulator_set_voltage(),drivers/regulator/core.c,0,0
856db3759202,a5f5e4698f8a,,filesystem,2025-07-29 08:34:57 -0500,2024-10-29 16:53:18 -0500,jfs: fix metapage reference count leak in dbAllocCtl,fs/jfs/jfs_dmap.c,3,1
5a569ef4d4ab,9dc619680de4,,gpu,2025-07-29 10:20:33 +0100,2025-05-29 08:13:43 +0300,drm/i915/display: Set C10_VDR_CTRL_MSGBUS_ACCESS before phy reg read,drivers/gpu/drm/i915/display/intel_cx0_phy.c,4,0
3eb63578d8d9,9dc619680de4,,gpu,2025-07-29 10:20:33 +0100,2025-05-29 08:13:43 +0300,drm/i915/display: Ensure phy is accessible on lfps configuration,drivers/gpu/drm/i915/display/intel_cx0_phy.c,6,0
a045246b684b,9dc619680de4,,gpu,2025-07-29 10:20:33 +0100,2025-05-29 08:13:43 +0300,drm/i915/display: Write PHY_CMN1_CONTROL only when using AUXLess ALPM,drivers/gpu/drm/i915/display/intel_cx0_phy.c,3,5
a3e892ab0fc2,4346ba160409,,kernel,2025-07-29 16:19:05 +0900,2024-12-26 10:50:05 -0500,tracing: fprobe: Fix infinite recursion using preempt_*_notrace(),kernel/trace/fprobe.c,2,2
ee4cf798202d,38d4f74bc148,,drivers,2025-07-28 17:48:41 -0700,2022-06-20 12:43:25 +0200,staging: media: atomisp: Fix stack buffer overflow in gmin_get_var_int(),drivers/staging/media/atomisp/pci/atomisp_gmin_platform.c,5,4
1edaac340f4d,42b0ef01e6b5,,other,2025-07-28 16:14:18 -0700,2025-07-11 12:05:01 +0200,block: change blk_get_meta_cap() stub return -ENOIOCTLCMD,include/linux/blk-integrity.h,0,0
595d7ebeaf39,ef7e7cbb323f,,filesystem,2025-07-28 16:14:18 -0700,2025-07-17 09:55:18 +0200,fuse: remove page alignment check for writeback len,fs/fuse/file.c,0,2
79de661707a4,fbe6c09b7eb4,,kernel,2025-07-28 16:47:34 -0400,2025-03-24 17:27:39 -0400,rv: Adjust monitor dependencies,kernel/trace/rv/monitors/scpd/Kconfig;kernel/trace/rv/monitors/sncid/Kconfig;kernel/trace/rv/monitors/snep/Kconfig;kernel/trace/rv/monitors/wip/Kconfig,4,4
7f904ff6e58d,792575348ff7,,kernel,2025-07-28 16:47:34 -0400,2022-07-30 14:01:28 -0400,rv: Use strings in da monitors tracepoints,kernel/trace/rv/rv_trace.h,38,38
1cf1205ef268,9c6669c2e21a,,gpu,2025-07-28 16:40:07 -0400,2025-06-30 11:59:22 -0400,drm/amd/display: Reduce Stack Usage by moving 'audio_output' into 'stream_res' v4,.../drm/amd/display/dc/hwss/dce110/dce110_hwseq.c;drivers/gpu/drm/amd/display/dc/inc/core_types.h;.../amd/display/dc/link/accessories/link_dp_cts.c;.../amd/display/dc/resource/dcn31/dcn31_resource.c;.../amd/display/dc/resource/dcn31/dcn31_resource.h,26,31
2d418e4fd9f1,f354556e29f4,,gpu,2025-07-28 16:28:58 -0400,2025-07-15 14:07:51 -0400,drm/amd/display: Allow DCN301 to clear update flags,drivers/gpu/drm/amd/display/dc/core/dc.c,2,1
8e0d1edb5c16,8652920d2c00,,gpu,2025-07-28 16:26:52 -0400,2025-02-17 14:09:30 -0500,drm/amd/amdgpu: fix missing lock for cper.ring->rptr/wptr access,drivers/gpu/drm/amd/amdgpu/amdgpu_cper.c,4,2
dfe9707c075a,04d57f4462a6,,gpu,2025-07-28 16:25:46 -0400,2025-07-15 14:07:51 -0400,drm/amd/display: Fix misuse of /** to /* in 'dce_i2c_hw.c',drivers/gpu/drm/amd/display/dc/dce/dce_i2c_hw.c,7,1
9c2883057b3c,8b5f3a229a70,,gpu,2025-07-28 16:25:34 -0400,2025-06-03 15:33:38 -0400,drm/amd/display: fix initial backlight brightness calculation,drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm.c,2,2
c90f2e1172c5,56159fffaab5,,gpu,2025-07-28 16:24:22 -0400,2024-05-02 16:18:11 -0400,drm/amdgpu: Initialize data to NULL in imu_v12_0_program_rlc_ram(),drivers/gpu/drm/amd/amdgpu/imu_v12_0.c,0,0
eb3bb145280b,145d7e5ae8f4,,sound,2025-07-28 18:58:15 +0100,2023-10-23 13:29:56 +0100,ASoC: SOF: amd: acp-loader: Use GFP_KERNEL for DMA allocations in resume context,sound/soc/sof/amd/acp-loader.c,3,3
7826c8f37220,1851e7836212,,arch,2025-07-28 22:27:45 +0530,2024-10-24 14:13:00 -0700,RISC-V: KVM: Fix inclusion of Smnpm in the guest ISA bitmap,arch/riscv/kvm/vcpu_onereg.c,53,30
1005a3ca28e9,36abef4e796d,,filesystem,2025-07-28 16:36:54 +0000,2016-06-13 11:55:21 -0700,f2fs: fix to trigger foreground gc during f2fs_map_blocks() in lfs mode,fs/f2fs/data.c,4,1
e194e140ab7d,36abef4e796d,,filesystem,2025-07-28 16:36:42 +0000,2016-06-13 11:55:21 -0700,f2fs: fix to calculate dirty data during has_not_enough_free_secs(),fs/f2fs/segment.h,1,2
6840faddb656,1acd73edbbfe,,filesystem,2025-07-28 16:36:20 +0000,2024-10-16 15:54:06 +0000,f2fs: fix to update upper_p in __get_secs_required() correctly,fs/f2fs/segment.h,0,0
99765233ab42,0bae835b63c5,,filesystem,2025-07-28 12:01:21 -0400,2022-03-22 15:52:56 -0400,NFS: Fixup allocation flags for nfsiod's __GFP_NORETRY,fs/nfs/internal.h,6,3
9acb237deff7,243fea134633,,filesystem,2025-07-28 11:51:18 -0400,2025-05-28 17:17:13 -0400,NFSv4.2: another fix for listxattr,fs/nfs/nfs4proc.c,6,4
3cfb9c1a7db0,3d3c376118b5,,kernel,2025-07-28 10:39:34 -0400,2025-07-25 09:04:14 -0400,rv: Fix wrong type cast in reactors_show() and monitor_reactor_show(),kernel/trace/rv/rv_reactors.c,2,2
e82aea50fe06,24cbfe18d55a,,kernel,2025-07-28 10:39:34 -0400,2025-07-25 09:04:14 -0400,rv: Fix wrong type cast in monitors_show(),kernel/trace/rv/rv.c,0,0
942ac8da6388,16280ded45fb,,gpu,2025-07-28 10:22:48 -0400,2025-04-08 22:23:59 -0700,drm/xe/configfs: Fix pci_dev reference leak,drivers/gpu/drm/xe/xe_configfs.c,2,1
4846856c3a4a,67979060740f,,gpu,2025-07-28 10:22:43 -0400,2025-07-02 13:31:30 +0200,drm/xe/hw_engine_group: Avoid call kfree() for drmm_kzalloc(),drivers/gpu/drm/xe/xe_hw_engine_group.c,6,22
a2e1407eb840,94de94d24ea8,,gpu,2025-07-28 10:22:38 -0400,2025-07-10 21:46:29 +0200,drm/xe/guc: Clear whole g2h_fence during initialization,drivers/gpu/drm/xe/xe_guc_ct.c,1,5
cccb918e0231,f0e53aadd702,,gpu,2025-07-28 10:22:33 -0400,2025-07-10 10:19:41 -0400,drm/xe/vf: Don't register I2C devices if VF,drivers/gpu/drm/xe/xe_i2c.c,3,0
dc94168eaa6f,b2c4ac219fa4,,gpu,2025-07-28 10:22:28 -0400,2025-07-08 14:56:49 -0700,drm/xe/uc: Fix missing unwind goto,drivers/gpu/drm/xe/xe_uc.c,0,0
2bd986021c29,f0e53aadd702,,gpu,2025-07-28 10:22:22 -0400,2025-07-10 10:19:41 -0400,drm/xe: Fix a NULL vs IS_ERR() bug in xe_i2c_register_adapter(),drivers/gpu/drm/xe/xe_i2c.c,2,2
6aaceed7fe1a,10d42ef34bce,,gpu,2025-07-28 10:22:17 -0400,2025-06-17 11:31:57 -0700,drm/xe/oa: Fix static checker warning about null gt,drivers/gpu/drm/xe/xe_oa.c,0,0
d9e9aa3e971b,cdc36b66cd41,,gpu,2025-07-28 10:22:12 -0400,2025-07-09 18:25:22 -0400,drm/xe: Don't fail probe on unsupported mailbox command,drivers/gpu/drm/xe/xe_device_sysfs.c,6,1
33f8f321e7aa,db6a94b26354,,gpu,2025-07-28 08:51:16 -0400,2025-06-17 22:49:33 -0400,drm/vmwgfx: fix missing assignment to ts,drivers/gpu/drm/vmwgfx/vmwgfx_fence.c,0,0
8a15ca0ca513,9e4d5c1be21f,,sound,2025-07-28 11:42:39 +0200,2019-07-28 17:47:48 +0200,ALSA: scarlett2: Add retry on -EPROTO from scarlett2_usb_tx(),sound/usb/mixer_scarlett2.c,7,0
1c24e5fc0c70,df6d7277e552,,drivers,2025-07-28 10:41:36 +0200,2025-04-16 18:08:32 +0200,i2c: core: Fix double-free of fwnode in i2c_unregister_device(),drivers/i2c/i2c-core-base.c,7,1
6b94bf976f9f,68bdc4dc1130,,arch,2025-07-28 08:03:08 +0200,2025-04-27 09:21:21 +0200,MIPS: alchemy: gpio: use new GPIO line value setter callbacks for the remaining chips,arch/mips/alchemy/common/gpiolib.c,8,4
be77ab6b9fbe,0e8ae9b953bc,,filesystem,2025-07-27 16:59:59 -0500,2025-01-19 19:33:59 -0600,smb: client: allow parsing zero-length AV pairs,fs/smb/client/cifsencrypt.c,2,2
9d5eff7821f6,a6d8fb54a515,,filesystem,2025-07-27 16:59:58 -0500,2023-11-09 10:25:17 -0600,cifs: reset iface weights when we cannot find a candidate,fs/smb/client/sess.c,9,0
59b33fab4ca4,95d2b9f693ff,,filesystem,2025-07-27 16:59:58 -0500,2025-04-13 17:24:55 -0500,smb: client: fix netns refcount leak after net_passive changes,fs/smb/client/connect.c,3,6
da11e6a30e0b,1b6c79361ba5,,drivers,2025-07-27 19:56:51 +0200,2013-07-08 16:36:49 +0800,fbdev: imxfb: Check fb_add_videomode to prevent null-ptr-deref,drivers/video/fbdev/imxfb.c,7,2
6908c5f4f066,a672a9dc872e,,drivers,2025-07-27 22:41:45 +1000,2014-06-20 21:26:15 +0800,crypto: qat - fix seq_file position update in adf_ring_next(),drivers/crypto/intel/qat/qat_common/adf_transport_debug.c,3,1
d41d75fe1b75,cf5bb835b7c8,,drivers,2025-07-27 22:41:45 +1000,2022-09-16 18:29:46 +0800,crypto: qat - fix DMA direction for compression on GEN2 devices,drivers/crypto/intel/qat/qat_common/qat_bl.c;drivers/crypto/intel/qat/qat_common/qat_compression.c,5,5
a86240a37d43,678bae2eaa81,,drivers,2025-07-27 10:27:04 +0200,2025-07-24 16:24:49 +0200,gpiolib: enable CONFIG_GPIOLIB_LEGACY even for !GPIOLIB,drivers/gpio/Kconfig,2,2
7f5e9ca0a424,7681f64e6404,,drivers,2025-07-26 23:51:52 -0700,2025-01-07 11:50:07 -0800,clk: clocking-wizard: Fix the round rate handling for versal,drivers/clk/xilinx/clk-xlnx-clock-wizard.c,0,0
af470fb532fc,4171925aa9f3,,other,2025-07-26 15:38:10 -0700,2022-12-14 11:16:12 -0300,perf tools: Remove libtraceevent in .gitignore,tools/perf/.gitignore,0,2
d89c58068aa6,edf2cadf01e8,,other,2025-07-26 15:34:48 -0700,2025-06-20 14:55:24 -0700,perf test: Fix comment ordering,tools/perf/tests/shell/test_bpf_metadata.sh,2,2
cf20cb9ad1eb,4ece01897627,,other,2025-07-26 15:08:16 -0700,2025-07-13 16:38:20 -0700,selftests/damon/sysfs.py: stop DAMON for dumping failures,tools/testing/selftests/damon/sysfs.py,5,0
32e42ab9fc88,a45728fd4120,,other,2025-07-26 14:28:35 -0700,2025-05-30 21:45:42 +0800,sched/task_stack: Add missing const qualifier to end_of_stack(),include/linux/sched/task_stack.h,0,0
b114fcee766d,5d4fa9ec5643,,arch,2025-07-26 21:23:38 +0200,2024-08-28 08:41:33 -0700,"bpf, arm64: Fix fp initialization for exception boundary",arch/arm64/net/bpf_jit_comp.c,0,0
fa582ca7e187,2df8e64e01c1,,drivers,2025-07-26 12:05:33 -0700,2025-07-09 19:08:52 -0700,dpll: zl3073x: Fix build failure,drivers/dpll/zl3073x/Kconfig,0,0
38b74b212a34,3c3ab65f00eb,,other,2025-07-26 12:05:09 -0700,2025-07-25 18:38:55 +0200,selftests: bpf: fix legacy netfilter options,tools/testing/selftests/bpf/config,2,0
2b03164eee20,cb80ddc67152,,kernel,2025-07-26 21:02:48 +0200,2022-02-10 23:31:51 +0100,bpf/preload: Don't select USERMODE_DRIVER,kernel/bpf/preload/Kconfig,0,0
31d7d67ba127,66f5d6ce53e6,,networking,2025-07-26 11:31:00 -0700,2017-10-07 21:22:58 +0100,ipv6: annotate data-races around rt->fib6_nsiblings,net/ipv6/ip6_fib.c;net/ipv6/route.c,16,9
f8d8ce1b515a,d9ccb18f83ea,,networking,2025-07-26 11:31:00 -0700,2024-11-11 15:26:10 -0800,ipv6: fix possible infinite loop in fib6_info_uses_dev(),net/ipv6/route.c,11,6
54e6fe9dd3b0,d9ccb18f83ea,,networking,2025-07-26 11:31:00 -0700,2024-11-11 15:26:10 -0800,ipv6: prevent infinite loop in rt6_nlmsg_size(),net/ipv6/ip6_fib.c;net/ipv6/route.c,20,18
ea2f921db7a4,169fd62799e8,,networking,2025-07-26 11:31:00 -0700,2025-04-24 09:29:56 +0200,ipv6: add a retry logic in net6_rt_notify(),net/ipv6/route.c,10,5
f388f807eca1,9ff74384600a,,drivers,2025-07-26 11:28:45 -0700,2016-06-15 12:34:34 -0700,vrf: Drop existing dst reference in vrf_ip6_input_dst,drivers/net/vrf.c,2,0
5b32321fdaf3,2766a11161cc,,other,2025-07-26 11:26:47 -0700,2018-06-28 16:10:08 +0900,selftests: rtnetlink.sh: remove esp4_offload after test,tools/testing/selftests/net/rtnetlink.sh,6,0
3b7c13dfdcc2,f8e284a02afc,,drivers,2025-07-26 11:23:09 -0700,2025-01-07 18:14:09 -0800,igb: xsk: solve negative overflow of nb_pkts in zerocopy mode,drivers/net/ethernet/intel/igb/igb_xsk.c,1,2
2764ab51d5f0,132c32ee5bc0,,drivers,2025-07-26 11:23:08 -0700,2021-04-13 15:06:51 -0700,stmmac: xsk: fix negative overflow of budget in zerocopy mode,drivers/net/ethernet/stmicro/stmmac/stmmac_main.c,0,0
0f3046c8f68c,9fe9663e47e2,,arch,2025-07-26 08:36:57 -0700,2025-07-15 20:24:29 -0700,KVM: arm64: vgic-v3: Fix ordering of ICH_HCR_EL2,arch/arm64/kvm/vgic-sys-reg-v3.c,0,0
c32969d0362a,7b022d07a0fd,,arch,2025-07-26 17:15:41 +0200,2009-05-10 00:25:08 +0900,sh: Do not use hyphen in exported variable name,arch/sh/Makefile;arch/sh/boot/compressed/Makefile;arch/sh/boot/romimage/Makefile,9,9
721bfe583c52,f9b918fae678,,other,2025-07-26 15:31:30 +0900,2020-09-25 00:37:13 +0900,kconfig: qconf: fix ConfigList::updateListAllforAll(),scripts/kconfig/qconf.cc,0,0
963f1b20a8d2,75dd47472b92,,arch,2025-07-25 22:45:23 +0200,2019-07-11 00:05:09 +0900,parisc: Makefile: fix a typo in palo.conf,arch/parisc/Makefile,0,0
49db61c27c4b,21b688dabecb,,drivers,2025-07-25 13:43:24 -0700,2022-09-19 17:57:46 -0700,net: phy: micrel: fix KSZ8081/KSZ8091 cable test,drivers/net/phy/micrel.c,2,0
1bbb76a89948,f7f52738637f,,networking,2025-07-25 13:11:39 -0700,2024-11-09 13:22:57 -0800,neighbour: Fix null-ptr-deref in neigh_flush_dev().,net/core/neighbour.c,61,27
165a7f5db919,4b20a07e103f,,drivers,2025-07-25 13:09:23 -0700,2021-04-27 14:13:24 -0700,net: dsa: microchip: Fix wrong rx drop MIB counter for KSZ8863,drivers/net/dsa/microchip/ksz8.c;drivers/net/dsa/microchip/ksz8_reg.h,6,1
0349659fd72f,7e4d784f5810,,drivers,2025-07-25 11:03:46 -0700,2025-03-06 12:59:44 -0800,macsec: set IFF_UNICAST_FLT priv flag,drivers/net/macsec.c,0,0
0d9cfc9b8cb1,4b49f58fff00,,drivers,2025-07-25 11:02:51 -0700,2013-04-11 15:57:32 -0400,net: usbnet: Avoid potential RCU stall on LINK_CHANGE event,drivers/net/usb/usbnet.c;include/linux/usb/usbnet.h,9,3
e80d65561571,32c57fb26863,,drivers,2025-07-25 11:00:17 -0700,2019-08-20 13:08:17 -0700,net/mlx5e: Fix potential deadlock by deferring RX timeout recovery,drivers/net/ethernet/mellanox/mlx5/core/en.h;.../ethernet/mellanox/mlx5/core/en/reporter_rx.c;drivers/net/ethernet/mellanox/mlx5/core/en_main.c,33,1
6d19c44b5c6d,b2ac7541e377,,drivers,2025-07-25 11:00:17 -0700,2020-07-16 16:36:49 -0700,net/mlx5e: Remove skb secpath if xfrm state is not found,drivers/net/ethernet/mellanox/mlx5/core/en_accel/ipsec_rxtx.c,4,0
fd4b97246a23,0696d60853d5,,drivers,2025-07-25 11:00:17 -0700,2018-05-24 14:23:33 -0700,net/mlx5e: Clear Read-Only port buffer size in PBMC before update,drivers/net/ethernet/mellanox/mlx5/core/en/port_buffer.c,3,0
2d442a0c7814,cef9991e04ae,,drivers,2025-07-25 18:46:31 +0100,2025-07-24 13:28:33 +0100,spi: SPISG: Fix less than zero comparison on a u32 variable,drivers/spi/spi-amlogic-spisg.c,0,0
8b4a1a46e84a,7c8b89ec506e,,other,2025-07-25 18:41:04 +0200,2025-05-12 18:10:56 -0700,selftests: netfilter: ipvs.sh: Explicity disable rp_filter on interface tunl0,tools/testing/selftests/net/netfilter/ipvs.sh,2,2
8d1c91850d06,73db1b5dab6f,,other,2025-07-25 18:40:49 +0200,2025-05-23 13:57:14 +0200,selftests: netfilter: Ignore tainted kernels in interface stress test,tools/testing/selftests/net/netfilter/nft_interface_stress.sh,4,1
bf58e667af7d,ceb98d03eac5,,netfilter,2025-07-25 18:40:43 +0200,2011-12-25 02:43:17 +0100,netfilter: xt_nfacct: don't assume acct name is null-terminated,net/netfilter/xt_nfacct.c,2,2
c151b06a087a,3e66d0138c05,,drivers,2025-07-25 18:01:19 +0200,2014-03-17 09:20:16 +0100,can: kvaser_usb: Assign netdev.dev_port based on device channel index,drivers/net/can/usb/kvaser_usb/kvaser_usb_core.c,0,0
d54b16b40dda,26ad340e582d,,drivers,2025-07-25 17:53:50 +0200,2019-07-24 10:31:53 +0200,can: kvaser_pciefd: Store device channel index,drivers/net/can/kvaser_pciefd.c,0,0
c143db7dba1d,11fab5a2a1ad,,gpu,2025-07-25 17:41:50 +0300,2025-07-17 19:41:58 +0300,drm/i915/dp: Fix disabling training pattern at end of UHBR link training,drivers/gpu/drm/i915/display/intel_dp_link_training.c,2,0
53e7e1fb81cc,e7607f7d6d81,,arch,2025-07-25 15:33:51 +0100,2025-03-26 13:31:47 +0000,ARM: 9450/1: Fix allowing linker DCE with binutils < 2.36,arch/arm/Kconfig,0,0
87c4e1459e80,d5c8d6e0fa61,,arch,2025-07-25 15:33:50 +0100,2023-01-26 12:41:38 +0900,ARM: 9448/1: Use an absolute path to unified.h in KBUILD_AFLAGS,arch/arm/Makefile,0,0
7d345aa1fac4,196e402adf2e,,filesystem,2025-07-25 09:14:17 -0400,2021-04-09 11:34:59 -0400,ext4: fix largest free orders lists corruption on mb_optimize_scan switch,fs/ext4/mballoc.c,14,19
1c320d8e9292,196e402adf2e,,filesystem,2025-07-25 09:14:17 -0400,2021-04-09 11:34:59 -0400,ext4: fix zombie groups in average fragment size lists,fs/ext4/mballoc.c,18,18
8e48727c26c4,aa3998dbeb3a,,drivers,2025-07-25 09:01:21 -0400,2023-09-28 21:23:03 +0900,scsi: sd: Make sd shutdown issue START STOP UNIT appropriately,drivers/scsi/sd.c,3,1
0bdd05c2a82b,16280ded45fb,,gpu,2025-07-25 05:59:07 -0700,2025-04-08 22:23:59 -0700,drm/xe/configfs: Fix pci_dev reference leak,drivers/gpu/drm/xe/xe_configfs.c,2,1
5989bfe6ac6b,596dce110b7d,,block,2025-07-25 06:10:02 -0600,2025-05-06 07:43:43 -0600,block: restore two stage elevator switch while running nr_hw_queue update,block/blk-mq.c;block/blk.h;block/elevator.c,81,15
a6b87bfc2ab5,dde5845a529f,,drivers,2025-07-25 13:45:25 +0200,2006-12-08 10:43:01 -0800,HID: core: Harden s32ton() against conversion to 0 bits,drivers/hid/hid-core.c,5,1
788199b73b6e,4f232482467a,,drivers,2025-07-25 12:09:19 +0200,2022-07-19 21:41:38 +0200,can: peak_usb: fix USB FD devices potential malfunction,drivers/net/can/usb/peak_usb/pcan_usb_fd.c,9,8
1473e9e7679b,8934d3e4d0e7,,usb,2025-07-25 10:50:43 +0200,2013-10-03 15:47:31 -0700,usb: musb: omap2430: fix device leak at unbind,drivers/usb/musb/omap2430.c,9,5
868837b0a94c,39facfa01c9f,,usb,2025-07-25 10:50:43 +0200,2018-07-30 10:39:17 +0300,usb: gadget: udc: renesas_usb3: fix device leak at unbind,drivers/usb/gadget/udc/renesas_usb3.c,0,0
93b400f49514,c99993376f72,,usb,2025-07-25 10:50:43 +0200,2019-05-03 09:13:47 +0300,usb: dwc3: meson-g12a: fix device leaks at unbind,drivers/usb/dwc3/dwc3-meson-g12a.c,3,0
086a0e516f7b,6dd2565989b4,,usb,2025-07-25 10:50:43 +0200,2021-01-04 16:38:08 +0100,usb: dwc3: imx8mp: fix device leak at unbind,drivers/usb/dwc3/dwc3-imx8mp.c,6,1
16d2a92e7ec8,17133255a322,,gpu,2025-07-25 11:41:55 +0300,2025-07-21 10:46:27 -0400,drm/i915: Fix selecting CONFIG_DRM_KUNIT_TEST in debug builds,drivers/gpu/drm/i915/Kconfig.debug,0,0
672820a070ea,8afa0a736713,,filesystem,2025-07-25 10:20:36 +0200,2025-07-18 11:10:42 +0200,ovl: properly print correct variable,fs/overlayfs/dir.c,3,2
4740e1e2f320,3a29355a22c0,,drivers,2025-07-25 10:09:21 +0200,2021-08-23 09:55:44 +0200,gpio: virtio: Fix config space reading.,drivers/gpio/gpio-virtio.c,5,4
f98de826b418,67979060740f,,gpu,2025-07-25 10:01:02 +0200,2025-07-02 13:31:30 +0200,drm/xe/hw_engine_group: Avoid call kfree() for drmm_kzalloc(),drivers/gpu/drm/xe/xe_hw_engine_group.c,6,22
c37495fe3531,63d6e9311999,,filesystem,2025-07-24 22:56:37 -0400,2025-07-04 15:45:22 -0400,bcachefs: Add missing snapshots_seen_add_inorder(),fs/bcachefs/fsck.c,6,5
794ff7a0a6e7,46bd3e31d74b,,other,2025-07-24 22:48:03 -0400,2024-03-25 21:01:11 -0400,"scsi: dt-bindings: mediatek,ufs: Add ufs-disable-mcq flag for UFS host","Documentation/devicetree/bindings/ufs/mediatek,ufs.yaml",4,0
6de7435e6b81,4049f7acef3e,,drivers,2025-07-24 22:37:29 -0400,2022-04-06 22:07:54 -0400,scsi: ufs: ufs-pci: Fix default runtime and system PM levels,drivers/ufs/host/ufshcd-pci.c,14,1
4428ddea832c,4049f7acef3e,,drivers,2025-07-24 22:37:29 -0400,2022-04-06 22:07:54 -0400,scsi: ufs: ufs-pci: Fix hibernate state transition for Intel MTL-like host controllers,drivers/ufs/host/ufshcd-pci.c,27,0
c60b95389d02,1b72c59db0ad,,drivers,2025-07-24 19:36:15 -0700,2025-04-17 03:22:53 +0800,clk: spacemit: ccu_pll: fix error return value in recalc_rate callback,drivers/clk/spacemit/ccu_pll.c,0,0
7e6c3130690a,b51820ebea65,,memory,2025-07-24 19:12:43 -0700,2024-07-03 19:30:13 -0700,mm/damon/ops-common: ignore migration request to invalid nodes,mm/damon/ops-common.c,4,0
152c1339dc13,b843786b0bd0,,memory,2025-07-24 19:12:34 -0700,2024-09-03 21:15:46 -0700,mm: swap: fix potential buffer overflow in setup_clusters(),mm/swapfile.c,7,3
255116c5b0fa,661383c6111a,,memory,2025-07-24 19:12:34 -0700,2024-09-03 21:15:26 -0700,mm: swap: correctly use maxpages in swapon syscall to avoid potential deadloop,mm/swapfile.c,26,27
4f78252da887,0ff67f990bd4,,memory,2025-07-24 19:12:34 -0700,2025-03-16 22:06:43 -0700,mm: swap: move nr_swap_pages counter decrement from folio_alloc_swap() to swap_range_alloc(),mm/swapfile.c,0,0
378bdb97405a,8e8ae645249b,,memory,2025-07-24 19:12:32 -0700,2016-01-14 16:00:49 -0800,memcg: convert memcg->socket_pressure to u64,include/linux/memcontrol.h;mm/memcontrol.c;mm/vmpressure.c,46,5
b25b44cd178c,0d0f4174f6c8,,other,2025-07-24 18:55:08 -0700,2025-02-19 19:08:50 -0800,selftests: drv-net: tso: fix non-tunneled tso6 test case name,tools/testing/selftests/drivers/net/hw/tso.py,14,12
2cfbcc5d8af9,0d0f4174f6c8,,other,2025-07-24 18:55:08 -0700,2025-02-19 19:08:50 -0800,selftests: drv-net: tso: fix vxlan tunnel flags to get correct gso_type,tools/testing/selftests/drivers/net/hw/tso.py,13,24
266b835e5e84,0d0f4174f6c8,,other,2025-07-24 18:55:08 -0700,2025-02-19 19:08:50 -0800,selftests: drv-net: tso: enable test cases based on hw_features,tools/testing/selftests/drivers/net/hw/tso.py,40,12
d74cd9a02f02,0d0f4174f6c8,,other,2025-07-24 18:52:00 -0700,2025-02-19 19:08:50 -0800,selftests: drv-net: Make command requirements explicit,tools/testing/selftests/drivers/net/hw/devlink_rate_tc_bw.py;tools/testing/selftests/drivers/net/hw/rss_input_xfrm.py;tools/testing/selftests/drivers/net/hw/tso.py;tools/testing/selftests/drivers/net/lib/py/load.py;tools/testing/selftests/drivers/net/ping.py,5,6
b4d52c698210,f1e68a1a4a40,,other,2025-07-24 18:52:00 -0700,2024-04-23 10:13:56 -0700,selftests: drv-net: Fix remote command checking in require_cmd(),tools/testing/selftests/drivers/net/lib/py/env.py,0,0
35dabf4503b9,4db7a2360597,,drivers,2025-07-24 21:38:56 -0400,2020-08-17 20:54:54 -0400,scsi: ufs: core: Use link recovery when h8 exit fails during runtime resume,drivers/ufs/core/ufshcd.c,9,1
7bdc68921481,c577ab7ba5f3,,drivers,2025-07-24 21:21:00 -0400,2022-06-21 21:14:53 -0400,"scsi: Revert ""scsi: iscsi: Fix HW conn removal use after free""",drivers/scsi/scsi_transport_iscsi.c,2,0
3e90b38781e3,4318c7347847,,drivers,2025-07-24 21:06:38 -0400,2017-11-03 12:20:52 -0400,scsi: mpt3sas: Fix a fw_event memory leak,drivers/scsi/mpt3sas/mpt3sas_scsih.c,1,2
0dec7201788b,39ced19b9e60,,other,2025-07-24 17:58:00 -0700,2023-08-21 13:46:24 -0700,sprintf.h requires stdarg.h,include/linux/sprintf.h,0,0
91a229bb7ba8,7dab174e2e27,,kernel,2025-07-24 17:57:59 -0700,2023-02-10 17:33:34 -0800,resource: fix false warning in __request_region(),kernel/resource.c,3,2
1aef9df0ee90,0e1c773b501f,,memory,2025-07-24 17:57:59 -0700,2025-05-12 23:50:29 -0700,mm/damon/core: commit damos_quota_goal->nid,mm/damon/core.c,15,0
213879061a9c,1a4ea83a6e67,,other,2025-07-24 15:52:20 -0600,2024-04-04 10:29:10 -0600,selftests/tracing: Fix false failure of subsystem event test,.../ftrace/test.d/event/subsystem-enable.tc,26,2
5b546de9cc17,fbc798316bef,,other,2025-07-24 13:41:35 -0700,2024-10-16 13:36:47 -0700,perf topdown: Use attribute to see an event is a topdown metic or slots,tools/perf/arch/x86/include/arch-tests.h;tools/perf/arch/x86/tests/Build;tools/perf/arch/x86/tests/arch-tests.c;tools/perf/arch/x86/tests/topdown.c;tools/perf/arch/x86/util/evsel.c;tools/perf/arch/x86/util/topdown.c;tools/perf/arch/x86/util/topdown.h,108,55
08a7efc5b02a,bff139b49d9f,,filesystem,2025-07-24 20:09:50 +0000,2022-08-05 04:18:31 -0700,f2fs: vm_unmap_ram() may be called from an invalid context,fs/f2fs/data.c,0,0
